state1,state2,typology,fence,wall,additional_fortification,fortification_description,landmine,bcp,bcp_infrastructure,avdan_2019,hassner_wittenberg_2015,jellissen_gottheil_2013,jones_2012,wikipedia,linnell_et_al_2016
TZA,MOZ,3,0,0,0,,0,"-11.4068346,38.4871608",1,0,0,0,0,0,0
TZA,MWI,3,0,0,0,,0,"-9.5867764,33.7758235",2,0,0,0,0,0,0
TZA,RWA,3,0,0,0,,0,"-2.3839824,30.7836032",2,0,0,0,0,0,0
TZA,UGA,3,0,0,0,,0,"-1.0004786,31.4169232",2,0,0,0,0,0,0
TZA,ZMB,3,0,0,0,,0,"-9.314867,32.7634359",2,0,0,0,0,0,0
UGA,COD,3,0,0,0,,0,"0.0433312,29.7208179",1,0,0,0,0,0,0
UGA,KEN,3,0,0,0,,0,"0.4655405,34.098545",2,0,0,0,0,0,0
UGA,RWA,3,0,0,0,,0,"-1.052238,30.4584908",2,0,0,0,0,0,0
UGA,SSD,3,0,0,0,,0,"3.5691429,32.0708433",2,0,0,0,0,0,0
UGA,TZA,3,0,0,0,,0,"-1.0004786,31.4169232",2,0,0,0,0,0,0
UKR,BLR,3,0,0,0,,,"52.074699,30.9675768",2,0,0,0,0,0,0
UKR,HUN,4,1,0,0,2-3m-high barbed wire fence; poor condition,,"48.1657778,22.5726912",2,0,0,0,0,0,1
UKR,MDA,3,0,0,0,,,"46.737108,29.9735022",2,0,0,0,0,0,0
UKR,POL,4,1,0,1,"2,5m-high barbed wire fence; poor condition; guard towers; sand track",,"49.954642,23.1152876",2,0,0,0,0,0,1
UKR,ROU,4,1,0,0,,,"47.940366,23.872721",2,0,0,0,0,0,1
UKR,RUS,4,1,0,1,2-3m-high fence topped with barbed wire,,"50.3323548,36.2762812",2,1,0,0,0,1,1
UKR,SVK,4,1,0,0,2-3m-high barbed wire fence; poor condition,,"48.884073,22.419301",2,0,0,0,0,0,1
URY,ARG,3,0,0,0,,0,"-32.26544,-58.0951008",2,0,0,0,0,0,0
URY,BRA,3,0,0,0,,0,"-30.395089,-56.460491",1,0,0,0,0,0,0
USA,CAN,3,0,0,0,,0,"45.006975,-73.4545057",2,0,0,0,0,0,0
USA,MEX,5,1,1,1,"3-5,5m-high fence/wall; barbed wire; roadblocks",0,"31.766939,-106.4513621",2,1,1,1,1,1,0
UZB,AFG,5,1,0,0,fence,,"37.2291502,67.4276052",1,1,1,1,1,1,1
UZB,KAZ,5,1,0,0,fence,,"41.4538577,69.2080993",2,0,1,0,0,0,0
UZB,KGZ,4,1,0,1,barbed wired fence; ditches,,"40.5730495,72.7621708",1,1,1,1,1,1,1
UZB,TJK,4,,0,1,"berms, (fences)",,"38.5046813,68.1091123",2,1,0,1,0,0,1
UZB,TKM,5,1,0,0,fence,,"39.2218513,63.7181435",2,0,0,0,0,0,0
VEN,BRA,3,0,0,1,roadblocks,0,"4.487266,-61.1501014",2,0,0,0,0,0,0
VEN,COL,3,0,0,1,roadblocks,0,"7.81747,-72.4494572",2,0,0,0,0,0,0
VEN,GUY,1,0,0,0,,0,,0,0,0,0,0,0,0
VNM,CHN,3,0,0,0,,,"22.5069893,103.9625073",2,0,0,0,0,0,0
VNM,KHM,3,0,0,0,,,"11.0652596,106.1582613",2,0,0,0,0,0,0
VNM,LAO,3,0,0,0,,,"16.6233473,106.5886344",2,0,0,0,0,0,0
XKX,ALB,3,0,0,0,,1,"42.1579948,20.5491956",2,0,0,0,0,0,0
XKX,MKD,3,0,0,0,,1,"42.14271,21.3006563",2,0,0,0,0,0,0
XKX,MNE,3,0,0,0,,1,"42.758796,20.288915",2,0,0,0,0,0,0
XKX,SRB,3,0,0,0,,1,"42.961741,20.5478239",1,0,0,0,0,0,0
YEM,OMN,3,0,0,0,,4,"16.6695577,53.0976086",1,0,0,0,0,0,0
YEM,SAU,3,0,0,0,,4,"16.938382,47.0122194",2,0,0,0,0,0,0
ZAF,BWA,3,0,0,0,,0,"-25.275518,25.7113082",2,0,0,0,0,0,0
ZAF,LSO,4,1,0,0,,0,"-29.2975594,27.4512703",2,1,0,0,0,0,0
ZAF,MOZ,5,1,0,1,"triple fence, patrol road, 10m-wide detection zone",0,"-25.442419,31.9841853",2,1,1,1,0,1,0
ZAF,NAM,3,0,0,0,,0,"-28.0918023,20.007857",2,0,0,0,0,0,0
ZAF,SWZ,4,1,0,0,,0,"-27.1053353,31.0683459",2,1,1,0,0,0,0
ZAF,ZWE,5,1,0,0,"electrification, razor wire",0,"-22.2306348,29.9861936",2,0,1,1,0,1,0
ZMB,AGO,3,0,0,0,,0,"-11.108987,24.0199558",1,0,0,0,0,0,0
ZMB,BWA,3,0,0,0,,0,"-17.788221,25.2660677",2,0,0,0,0,0,0
ZMB,COD,3,0,0,0,,0,"-12.2668509,27.7948671",2,0,0,0,0,0,0
ZMB,MOZ,3,0,0,0,,0,"-19.0053491,32.7112111",1,0,0,0,0,0,0
ZMB,MWI,3,0,0,0,,0,"-13.7512694,32.7955289",1,0,0,0,0,0,0
ZMB,NAM,3,0,0,0,,0,"-17.4736111,24.244102",2,0,0,0,0,0,0
ZMB,TZA,3,0,0,0,,0,"-9.316391,32.7619059",2,0,0,0,0,0,0
ZMB,ZWE,3,0,0,0,,0,"-16.035878,28.848028",2,0,0,0,0,0,0
ZWE,BWA,3,0,0,0,,3,"-18.52483,25.6628167",2,0,0,0,0,0,0
ZWE,MOZ,3,0,0,0,,3,"-14.3043602,32.3489535",1,0,0,0,0,0,0
ZWE,ZAF,3,0,0,0,,3,"-22.218518,29.9848943",2,0,0,0,0,0,0
ZWE,ZMB,3,0,0,0,,3,"-16.042807,28.8571222",2,1,0,0,0,0,0
